3442845026,3000000158,True,1505368862,2164,1831,0,63,0,122,54,7,10,0,0,0,22,1,,,,,,,,,{""0"":{""account_id"":259134657,""hero_id"":81,""player_slot"":0},""1"":{""account_id"":4294967295,""hero_id"":71,""player_slot"":1},""2"":{""account_id"":87244103,""hero_id"":21,""player_slot"":2},""3"":{""account_id"":105791169,""hero_id"":26,""player_slot"":3},""4"":{""account_id"":4294967295,""hero_id"":7,""player_slot"":4},""128"":{""account_id"":4294967295,""hero_id"":70,""player_slot"":128},""129"":{""account_id"":297465433,""hero_id"":74,""player_slot"":129},""130"":{""account_id"":4294967295,""hero_id"":99,""player_slot"":130},""131"":{""account_id"":4294967295,""hero_id"":87,""player_slot"":131},""132"":{""account_id"":236334369,""hero_id"":6,""player_slot"":132},}

3442837766,3000000163,False,1505368470,2664,0,1974,0,63,155,85,0,10,0,0,0,22,1,,,,,,,,,{""0"":{""account_id"":4294967295,""hero_id"":114,""player_slot"":0},""1"":{""account_id"":4294967295,""hero_id"":75,""player_slot"":1},""2"":{""account_id"":4294967295,""hero_id"":9,""player_slot"":2},""3"":{""account_id"":4294967295,""hero_id"":34,""player_slot"":3},""4"":{""account_id"":4294967295,""hero_id"":8,""player_slot"":4},""128"":{""account_id"":4294967295,""hero_id"":35,""player_slot"":128},""129"":{""account_id"":4294967295,""hero_id"":32,""player_slot"":129},""130"":{""account_id"":4294967295,""hero_id"":39,""player_slot"":130},""131"":{""account_id"":4294967295,""hero_id"":73,""player_slot"":131},""132"":{""account_id"":4294967295,""hero_id"":7,""player_slot"":132},}

3442833259,3000000164,True,1505368230,2937,1536,384,0,48,156,137,0,10,0,0,0,22,1,,,,,,,,,{""0"":{""account_id"":4294967295,""hero_id"":109,""player_slot"":0},""1"":{""account_id"":4294967295,""hero_id"":99,""player_slot"":1},""2"":{""account_id"":202652538,""hero_id"":71,""player_slot"":2},""3"":{""account_id"":4294967295,""hero_id"":101,""player_slot"":3},""4"":{""account_id"":4294967295,""hero_id"":45,""player_slot"":4},""128"":{""account_id"":335517238,""hero_id"":17,""player_slot"":128},""129"":{""account_id"":4294967295,""hero_id"":88,""player_slot"":129},""130"":{""account_id"":4294967295,""hero_id"":93,""player_slot"":130},""131"":{""account_id"":4294967295,""hero_id"":75,""player_slot"":131},""132"":{""account_id"":4294967295,""hero_id"":114,""player_slot"":132},}

3442833313,3000000167,True,1505368222,2878,1847,0,63,0,151,163,0,10,0,0,0,22,1,,,,,,,,,{""0"":{""account_id"":4294967295,""hero_id"":40,""player_slot"":0},""1"":{""account_id"":4294967295,""hero_id"":11,""player_slot"":1},""2"":{""account_id"":4294967295,""hero_id"":22,""player_slot"":2},""3"":{""account_id"":394653725,""hero_id"":35,""player_slot"":3},""4"":{""account_id"":4294967295,""hero_id"":2,""player_slot"":4},""128"":{""account_id"":4294967295,""hero_id"":19,""player_slot"":128},""129"":{""account_id"":4294967295,""hero_id"":71,""player_slot"":129},""130"":{""account_id"":4294967295,""hero_id"":44,""player_slot"":130},""131"":{""account_id"":4294967295,""hero_id"":114,""player_slot"":131},""132"":{""account_id"":4294967295,""hero_id"":36,""player_slot"":132},}

3442845131,3000000170,False,1505368862,2272,0,1974,0,63,156,75,7,10,0,0,0,22,1,,,,,,,,,{""0"":{""account_id"":4294967295,""hero_id"":104,""player_slot"":0},""1"":{""account_id"":149876328,""hero_id"":28,""player_slot"":1},""2"":{""account_id"":4294967295,""hero_id"":9,""player_slot"":2},""3"":{""account_id"":190019209,""hero_id"":102,""player_slot"":3},""4"":{""account_id"":4294967295,""hero_id"":74,""player_slot"":4},""128"":{""account_id"":177818898,""hero_id"":5,""player_slot"":128},""129"":{""account_id"":38542897,""hero_id"":85,""player_slot"":129},""130"":{""account_id"":4294967295,""hero_id"":1,""player_slot"":130},""131"":{""account_id"":192831432,""hero_id"":7,""player_slot"":131},""132"":{""account_id"":4294967295,""hero_id"":17,""player_slot"":132},}

3442844042,3000000172,True,1505368803,2338,1974,0,63,0,123,108,7,10,0,0,0,22,1,,,,,,,,,{""0"":{""account_id"":183580526,""hero_id"":1,""player_slot"":0},""1"":{""account_id"":73849211,""hero_id"":71,""player_slot"":1},""2"":{""account_id"":110230625,""hero_id"":36,""player_slot"":2},""3"":{""account_id"":136703017,""hero_id"":106,""player_slot"":3},""4"":{""account_id"":164466409,""hero_id"":5,""player_slot"":4},""128"":{""account_id"":42158550,""hero_id"":73,""player_slot"":128},""129"":{""account_id"":4294967295,""hero_id"":14,""player_slot"":129},""130"":{""account_id"":4294967295,""hero_id"":45,""player_slot"":130},""131"":{""account_id"":181978815,""hero_id"":104,""player_slot"":131},""132"":{""account_id"":4294967295,""hero_id"":26,""player_slot"":132},}

